LocationID,PeriodID,Species,CoverClass,Comments
HOCU_InvPla_44,HOCUInvPla2015Aug10,ROMU,3,
HOCU_InvPla_39,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_24,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_12,HOCUInvPla2011Jul7,ROMU,2,
HOCU_InvPla_61,HOCUInvPla2008Jun17,ROMU,1,
HOCU_InvPla_13,HOCUInvPla2011Jul7,ROMU,2,
HOCU_InvPla_94,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_38,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_32,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_63,HOCUInvPla2008Jun17,ROMU,1,
HOCU_InvPla_6,HOCUInvPla2008Jun17,ROMU,3,
HOCU_InvPla_13,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_51,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_89,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_26,HOCUInvPla2011Jul7,ROMU,5,
HOCU_InvPla_84,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_1,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_94,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_22,HOCUInvPla2008Jun17,ROMU,3,
HOCU_InvPla_38,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_23,HOCUInvPla2015Aug10,ROMU,3,
HOCU_InvPla_107,HOCUInvPla2011Jul7,ROMU,2,
HOCU_InvPla_69,HOCUInvPla2008Jun17,ROMU,1,
HOCU_InvPla_25,HOCUInvPla2011Jul7,ROMU,5,
HOCU_InvPla_99,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_39,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_95,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_21,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_26,HOCUInvPla2008Jun17,ROMU,4,
HOCU_InvPla_101,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_88,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_6,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_39,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_6,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_89,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_25,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_10,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_6,HOCUInvPla2011Jul7,ROMU,4,
HOCU_InvPla_25,HOCUInvPla2015Aug10,ROMU,4,
HOCU_InvPla_41,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_58,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_42,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_34,HOCUInvPla2011Jul7,ROMU,4,
HOCU_InvPla_104,HOCUInvPla2008Jun17,ROMU,1,
HOCU_InvPla_55,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_54,HOCUInvPla2008Jun17,ROMU,1,
HOCU_InvPla_5,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_92,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_31,HOCUInvPla2011Jul7,ROMU,6,
HOCU_InvPla_18,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_34,HOCUInvPla2008Jun17,ROMU,3,
HOCU_InvPla_87,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_18,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_40,HOCUInvPla2011Jul7,ROMU,4,
HOCU_InvPla_65,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_55,HOCUInvPla2015Aug10,ROMU,3,
HOCU_InvPla_46,HOCUInvPla2011Jul7,ROMU,5,
HOCU_InvPla_91,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_56,HOCUInvPla2008Jun17,ROMU,1,
HOCU_InvPla_22,HOCUInvPla2011Jul7,ROMU,5,
HOCU_InvPla_35,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_43,HOCUInvPla2008Jun17,ROMU,4,
HOCU_InvPla_19,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_53,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_30,HOCUInvPla2015Aug10,ROMU,4,
HOCU_InvPla_107,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_45,HOCUInvPla2008Jun17,ROMU,4,
HOCU_InvPla_92,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_98,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_30,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_78,HOCUInvPla2011Jul7,ROMU,2,
HOCU_InvPla_34,HOCUInvPla2015Aug10,ROMU,3,
HOCU_InvPla_53,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_90,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_31,HOCUInvPla2008Jun17,ROMU,4,
HOCU_InvPla_16,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_34,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_55,HOCUInvPla2008Jun17,ROMU,1,
HOCU_InvPla_17,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_42,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_89,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_54,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_33,HOCUInvPla2011Jul7,ROMU,5,
HOCU_InvPla_17,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_32,HOCUInvPla2011Jul7,ROMU,5,
HOCU_InvPla_32,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_22,HOCUInvPla2015Aug10,ROMU,5,
HOCU_InvPla_55,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_33,HOCUInvPla2008Jun17,ROMU,3,
HOCU_InvPla_7,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_32,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_54,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_17,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_42,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_98,HOCUInvPla2011Jul7,ROMU,2,
HOCU_InvPla_88,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_22,HOCUInvPla2019Aug12,ROMU,5,
HOCU_InvPla_100,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_96,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_92,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_18,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_40,HOCUInvPla2008Jun17,ROMU,5,
HOCU_InvPla_42,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_7,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_5,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_18,HOCUInvPla2008Jun17,ROMU,1,
HOCU_InvPla_16,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_33,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_91,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_31,HOCUInvPla2019Aug12,ROMU,4,
HOCU_InvPla_46,HOCUInvPla2015Aug10,ROMU,5,
HOCU_InvPla_17,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_92,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_33,HOCUInvPla2015Aug10,ROMU,3,
HOCU_InvPla_5,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_47,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_28,HOCUInvPla2011Jul7,ROMU,5,
HOCU_InvPla_90,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_29,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_15,HOCUInvPla2008Jun17,ROMU,1,
HOCU_InvPla_52,HOCUInvPla2019Aug12,ROMU,4,
HOCU_InvPla_36,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_8,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_84,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_29,HOCUInvPla2011Jul7,ROMU,5,
HOCU_InvPla_41,HOCUInvPla2011Jul7,ROMU,5,
HOCU_InvPla_62,HOCUInvPla2008Jun17,ROMU,1,
HOCU_InvPla_15,HOCUInvPla2011Jul7,ROMU,2,
HOCU_InvPla_106,HOCUInvPla2011Jul7,ROMU,2,
HOCU_InvPla_57,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_87,HOCUInvPla2011Jul7,ROMU,2,
HOCU_InvPla_10,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_51,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_57,HOCUInvPla2015Aug10,ROMU,3,
HOCU_InvPla_11,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_97,HOCUInvPla2011Jul7,ROMU,2,
HOCU_InvPla_46,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_45,HOCUInvPla2019Aug12,ROMU,4,
HOCU_InvPla_52,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_37,HOCUInvPla2008Jun17,ROMU,4,
HOCU_InvPla_14,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_28,HOCUInvPla2015Aug10,ROMU,3,
HOCU_InvPla_93,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_43,HOCUInvPla2015Aug10,ROMU,5,
HOCU_InvPla_57,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_57,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_11,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_10,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_36,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_88,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_28,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_37,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_47,HOCUInvPla2015Aug10,ROMU,4,
HOCU_InvPla_35,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_46,HOCUInvPla2008Jun17,ROMU,4,
HOCU_InvPla_73,HOCUInvPla2019Aug12,ROMU,2,
HOCU_InvPla_3,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_56,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_66,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_3,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_16,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_43,HOCUInvPla2011Jul7,ROMU,5,
HOCU_InvPla_19,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_35,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_98,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_30,HOCUInvPla2008Jun17,ROMU,3,
HOCU_InvPla_93,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_41,HOCUInvPla2015Aug10,ROMU,2,
HOCU_InvPla_35,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_30,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_7,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_90,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_23,HOCUInvPla2008Jun17,ROMU,3,
HOCU_InvPla_36,HOCUInvPla2008Jun17,ROMU,4,
HOCU_InvPla_15,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_29,HOCUInvPla2015Aug10,ROMU,3,
HOCU_InvPla_64,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_70,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_19,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_93,HOCUInvPla2011Jul7,ROMU,4,
HOCU_InvPla_90,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_88,HOCUInvPla2011Jul7,ROMU,2,
HOCU_InvPla_29,HOCUInvPla2019Aug12,ROMU,3,
HOCU_InvPla_83,HOCUInvPla2019Aug12,ROMU,1,
HOCU_InvPla_7,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_97,HOCUInvPla2015Aug10,ROMU,1,
HOCU_InvPla_16,HOCUInvPla2008Jun17,ROMU,2,
HOCU_InvPla_19,HOCUInvPla2015Aug10,ROMU,3,
HOCU_InvPla_36,HOCUInvPla2011Jul7,ROMU,3,
HOCU_InvPla_99,HOCUInvPla2015Aug10,ROPS,1,
HOCU_InvPla_71,HOCUInvPla2011Jul7,ROPS,5,
HOCU_InvPla_22,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_68,HOCUInvPla2015Aug10,ROPS,2,
HOCU_InvPla_46,HOCUInvPla2015Aug10,ROPS,5,
HOCU_InvPla_46,HOCUInvPla2019Aug12,ROPS,3,
HOCU_InvPla_98,HOCUInvPla2019Aug12,ROPS,3,
HOCU_InvPla_2,HOCUInvPla2011Jul7,ROPS,2,
HOCU_InvPla_15,HOCUInvPla2011Jul7,ROPS,2,
HOCU_InvPla_47,HOCUInvPla2019Aug12,ROPS,5,
HOCU_InvPla_98,HOCUInvPla2015Aug10,ROPS,3,
HOCU_InvPla_16,HOCUInvPla2011Jul7,ROPS,4,
HOCU_InvPla_16,HOCUInvPla2015Aug10,ROPS,3,
HOCU_InvPla_2,HOCUInvPla2019Aug12,ROPS,2,
HOCU_InvPla_16,HOCUInvPla2019Aug12,ROPS,4,
HOCU_InvPla_67,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_18,HOCUInvPla2011Jul7,ROPS,2,
HOCU_InvPla_98,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_66,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_17,HOCUInvPla2011Jul7,ROPS,3,
HOCU_InvPla_98,HOCUInvPla2011Jul7,ROPS,3,
HOCU_InvPla_7,HOCUInvPla2019Aug12,ROPS,1,
HOCU_InvPla_65,HOCUInvPla2019Aug12,ROPS,3,
HOCU_InvPla_17,HOCUInvPla2015Aug10,ROPS,3,
HOCU_InvPla_46,HOCUInvPla2011Jul7,ROPS,5,
HOCU_InvPla_47,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_96,HOCUInvPla2011Jul7,ROPS,4,
HOCU_InvPla_68,HOCUInvPla2011Jul7,ROPS,2,
HOCU_InvPla_68,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_83,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_96,HOCUInvPla2015Aug10,ROPS,6,
HOCU_InvPla_71,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_21,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_13,HOCUInvPla2011Jul7,ROPS,5,
HOCU_InvPla_14,HOCUInvPla2019Aug12,ROPS,1,
HOCU_InvPla_13,HOCUInvPla2019Aug12,ROPS,4,
HOCU_InvPla_47,HOCUInvPla2011Jul7,ROPS,5,
HOCU_InvPla_63,HOCUInvPla2011Jul7,ROPS,3,
HOCU_InvPla_67,HOCUInvPla2015Aug10,ROPS,4,
HOCU_InvPla_97,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_8,HOCUInvPla2015Aug10,ROPS,1,
HOCU_InvPla_69,HOCUInvPla2011Jul7,ROPS,2,
HOCU_InvPla_67,HOCUInvPla2011Jul7,ROPS,3,
HOCU_InvPla_64,HOCUInvPla2011Jul7,ROPS,2,
HOCU_InvPla_65,HOCUInvPla2015Aug10,ROPS,2,
HOCU_InvPla_13,HOCUInvPla2015Aug10,ROPS,4,
HOCU_InvPla_36,HOCUInvPla2019Aug12,ROPS,2,
HOCU_InvPla_44,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_59,HOCUInvPla2011Jul7,ROPS,3,
HOCU_InvPla_50,HOCUInvPla2011Jul7,ROPS,3,
HOCU_InvPla_77,HOCUInvPla2011Jul7,ROPS,3,
HOCU_InvPla_43,HOCUInvPla2011Jul7,ROPS,2,
HOCU_InvPla_59,HOCUInvPla2019Aug12,ROPS,2,
HOCU_InvPla_90,HOCUInvPla2015Aug10,ROPS,5,
HOCU_InvPla_93,HOCUInvPla2008Jun17,ROPS,4,
HOCU_InvPla_94,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_95,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_43,HOCUInvPla2019Aug12,ROPS,3,
HOCU_InvPla_4,HOCUInvPla2011Jul7,ROPS,4,
HOCU_InvPla_44,HOCUInvPla2011Jul7,ROPS,4,
HOCU_InvPla_60,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_78,HOCUInvPla2019Aug12,ROPS,3,
HOCU_InvPla_94,HOCUInvPla2019Aug12,ROPS,1,
HOCU_InvPla_76,HOCUInvPla2011Jul7,ROPS,2,
HOCU_InvPla_77,HOCUInvPla2019Aug12,ROPS,3,
HOCU_InvPla_58,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_93,HOCUInvPla2015Aug10,ROPS,5,
HOCU_InvPla_89,HOCUInvPla2015Aug10,ROPS,3,
HOCU_InvPla_5,HOCUInvPla2019Aug12,ROPS,4,
HOCU_InvPla_50,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_59,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_91,HOCUInvPla2011Jul7,ROPS,4,
HOCU_InvPla_90,HOCUInvPla2019Aug12,ROPS,3,
HOCU_InvPla_87,HOCUInvPla2011Jul7,ROPS,3,
HOCU_InvPla_34,HOCUInvPla2011Jul7,ROPS,4,
HOCU_InvPla_90,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_51,HOCUInvPla2015Aug10,ROPS,2,
HOCU_InvPla_87,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_93,HOCUInvPla2011Jul7,ROPS,6,
HOCU_InvPla_51,HOCUInvPla2011Jul7,ROPS,5,
HOCU_InvPla_93,HOCUInvPla2019Aug12,ROPS,5,
HOCU_InvPla_44,HOCUInvPla2019Aug12,ROPS,1,
HOCU_InvPla_37,HOCUInvPla2011Jul7,ROPS,4,
HOCU_InvPla_96,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_51,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_49,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_89,HOCUInvPla2008Jun17,ROPS,3,
HOCU_InvPla_91,HOCUInvPla2019Aug12,ROPS,1,
HOCU_InvPla_40,HOCUInvPla2011Jul7,ROPS,4,
HOCU_InvPla_87,HOCUInvPla2019Aug12,ROPS,4,
HOCU_InvPla_92,HOCUInvPla2015Aug10,ROPS,5,
HOCU_InvPla_4,HOCUInvPla2019Aug12,ROPS,2,
HOCU_InvPla_95,HOCUInvPla2019Aug12,ROPS,4,
HOCU_InvPla_71,HOCUInvPla2015Aug10,ROPS,5,
HOCU_InvPla_60,HOCUInvPla2019Aug12,ROPS,2,
HOCU_InvPla_90,HOCUInvPla2011Jul7,ROPS,3,
HOCU_InvPla_91,HOCUInvPla2015Aug10,ROPS,4,
HOCU_InvPla_49,HOCUInvPla2011Jul7,ROPS,3,
HOCU_InvPla_4,HOCUInvPla2015Aug10,ROPS,1,
HOCU_InvPla_76,HOCUInvPla2008Jun17,ROPS,2,
HOCU_InvPla_52,HOCUInvPla2011Jul7,ROPS,1,
HOCU_InvPla_44,HOCUInvPla2015Aug10,ROPS,4,
HOCU_InvPla_75,HOCUInvPla2015Aug10,RUCR,2,
HOCU_InvPla_5,HOCUInvPla2011Jul7,RUCR,1,
HOCU_InvPla_49,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_99,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_74,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_74,HOCUInvPla2015Aug10,RUCR,2,
HOCU_InvPla_42,HOCUInvPla2015Aug10,RUCR,1,
HOCU_InvPla_75,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_83,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_73,HOCUInvPla2015Aug10,RUCR,1,
HOCU_InvPla_37,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_48,HOCUInvPla2008Jun17,RUCR,2,
HOCU_InvPla_30,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_76,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_73,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_42,HOCUInvPla2019Aug12,RUCR,2,
HOCU_InvPla_46,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_3,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_93,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_50,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_75,HOCUInvPla2008Jun17,RUCR,2,
HOCU_InvPla_38,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_74,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_31,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_45,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_78,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_42,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_48,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_31,HOCUInvPla2011Jul7,RUCR,3,
HOCU_InvPla_87,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_10,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_72,HOCUInvPla2015Aug10,RUCR,2,
HOCU_InvPla_77,HOCUInvPla2008Jun17,RUCR,2,
HOCU_InvPla_45,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_53,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_72,HOCUInvPla2011Jul7,RUCR,3,
HOCU_InvPla_47,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_72,HOCUInvPla2008Jun17,RUCR,2,
HOCU_InvPla_24,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_77,HOCUInvPla2015Aug10,RUCR,2,
HOCU_InvPla_81,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_23,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_49,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_50,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_86,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_76,HOCUInvPla2008Jun17,RUCR,2,
HOCU_InvPla_49,HOCUInvPla2008Jun17,RUCR,2,
HOCU_InvPla_22,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_104,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_51,HOCUInvPla2008Jun17,RUCR,2,
HOCU_InvPla_62,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_23,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_85,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_79,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_29,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_28,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_41,HOCUInvPla2019Aug12,RUCR,2,
HOCU_InvPla_58,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_49,HOCUInvPla2015Aug10,RUCR,1,
HOCU_InvPla_28,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_1,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_84,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_31,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_73,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_27,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_41,HOCUInvPla2011Jul7,RUCR,2,
HOCU_InvPla_39,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_26,HOCUInvPla2011Jul7,RUCR,1,
HOCU_InvPla_44,HOCUInvPla2008Jun17,RUCR,1,
HOCU_InvPla_73,HOCUInvPla2008Jun17,RUCR,2,
HOCU_InvPla_82,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_86,HOCUInvPla2019Aug12,RUCR,1,
HOCU_InvPla_88,HOCUInvPla2019Aug12,SAOF4,2,
HOCU_InvPla_51,HOCUInvPla2015Aug10,SAOF4,2,
HOCU_InvPla_48,HOCUInvPla2011Jul7,SAOF4,3,
HOCU_InvPla_67,HOCUInvPla2019Aug12,SAOF4,1,
HOCU_InvPla_71,HOCUInvPla2011Jul7,SAOF4,2,
HOCU_InvPla_51,HOCUInvPla2011Jul7,SAOF4,3,
HOCU_InvPla_88,HOCUInvPla2011Jul7,SAOF4,2,
HOCU_InvPla_36,HOCUInvPla2011Jul7,SCAR7,5,
HOCU_InvPla_98,HOCUInvPla2019Aug12,SCAR7,3,
HOCU_InvPla_52,HOCUInvPla2015Aug10,SCAR7,1,
HOCU_InvPla_52,HOCUInvPla2019Aug12,SCAR7,1,
HOCU_InvPla_36,HOCUInvPla2015Aug10,SCAR7,4,
HOCU_InvPla_76,HOCUInvPla2011Jul7,SCAR7,3,
HOCU_InvPla_36,HOCUInvPla2019Aug12,SCAR7,5,
HOCU_InvPla_47,HOCUInvPla2019Aug12,SCAR7,5,
HOCU_InvPla_14,HOCUInvPla2019Aug12,SCAR7,3,
HOCU_InvPla_41,HOCUInvPla2011Jul7,SCAR7,7,
HOCU_InvPla_51,HOCUInvPla2011Jul7,SCAR7,3,
HOCU_InvPla_51,HOCUInvPla2019Aug12,SCAR7,3,
HOCU_InvPla_38,HOCUInvPla2019Aug12,SCAR7,5,
HOCU_InvPla_39,HOCUInvPla2011Jul7,SCAR7,7,
HOCU_InvPla_51,HOCUInvPla2015Aug10,SCAR7,2,
HOCU_InvPla_39,HOCUInvPla2015Aug10,SCAR7,4,
HOCU_InvPla_12,HOCUInvPla2019Aug12,SCAR7,3,
HOCU_InvPla_39,HOCUInvPla2019Aug12,SCAR7,4,
HOCU_InvPla_10,HOCUInvPla2015Aug10,SCAR7,4,
HOCU_InvPla_11,HOCUInvPla2011Jul7,SCAR7,3,
HOCU_InvPla_77,HOCUInvPla2019Aug12,SCAR7,2,
HOCU_InvPla_12,HOCUInvPla2011Jul7,SCAR7,4,
HOCU_InvPla_88,HOCUInvPla2019Aug12,SCAR7,5,
HOCU_InvPla_47,HOCUInvPla2011Jul7,SCAR7,3,
HOCU_InvPla_77,HOCUInvPla2015Aug10,SCAR7,3,
HOCU_InvPla_4,HOCUInvPla2019Aug12,SCAR7,2,
HOCU_InvPla_40,HOCUInvPla2011Jul7,SCAR7,4,
HOCU_InvPla_47,HOCUInvPla2015Aug10,SCAR7,2,
