ID,LocationID,PeriodID,CommonName,ScientificName,CoverClass,MidRange
9805,CUVA_InvPla_690,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,3,30.0
9806,CUVA_InvPla_690,CUVAInvPla2007Jun01,Japanese honeysuckle,Lonicera japonica,1,0.5
9807,CUVA_InvPla_690,CUVAInvPla2016May18,creeping jenny,Lysimachia nummularia,5,300.0
9808,CUVA_InvPla_690,CUVAInvPla2007Jun01,creeping jenny,Lysimachia nummularia,2,5.0
9809,CUVA_InvPla_690,CUVAInvPla2007Jun01,reed canarygrass,Phalaris arundinacea,2,5.0
9810,CUVA_InvPla_690,CUVAInvPla2016May18,Canada/Kentucky bluegrass complex,Poa compressa/pratensis,3,30.0
9811,CUVA_InvPla_690,CUVAInvPla2007Jun01,Kentucky bluegrass,Poa pratensis,2,5.0
9812,CUVA_InvPla_690,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
9813,CUVA_InvPla_690,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,6,750.0
9814,CUVA_InvPla_691,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,2,5.0
9815,CUVA_InvPla_691,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,3,30.0
9816,CUVA_InvPla_691,CUVAInvPla2016May18,Canada thistle,Cirsium arvense,3,30.0
9817,CUVA_InvPla_691,CUVAInvPla2007Jun01,Canada thistle,Cirsium arvense,3,30.0
9818,CUVA_InvPla_691,CUVAInvPla2016May18,autumn olive,Elaeagnus umbellata,2,5.0
9819,CUVA_InvPla_691,CUVAInvPla2016May18,ground ivy,Glechoma hederacea,2,5.0
9820,CUVA_InvPla_691,CUVAInvPla2007Jun01,paleyellow iris,Iris pseudacorus,2,5.0
9821,CUVA_InvPla_691,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
9822,CUVA_InvPla_691,CUVAInvPla2016May18,European privet,Ligustrum vulgare,4,75.0
9823,CUVA_InvPla_691,CUVAInvPla2016May18,Japanese honeysuckle,Lonicera japonica,3,30.0
9824,CUVA_InvPla_691,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,2,5.0
9825,CUVA_InvPla_691,CUVAInvPla2016May18,creeping jenny,Lysimachia nummularia,3,30.0
9826,CUVA_InvPla_691,CUVAInvPla2007Jun01,creeping jenny,Lysimachia nummularia,2,5.0
9827,CUVA_InvPla_691,CUVAInvPla2016May18,reed canarygrass,Phalaris arundinacea,4,75.0
9828,CUVA_InvPla_691,CUVAInvPla2007Jun01,reed canarygrass,Phalaris arundinacea,2,5.0
9829,CUVA_InvPla_691,CUVAInvPla2007Jun01,Japanese knotweed,Polygonum cuspidatum,4,75.0
9830,CUVA_InvPla_691,CUVAInvPla2016May18,Japanese knotweed,Polygonum cuspidatum,5,300.0
9831,CUVA_InvPla_691,CUVAInvPla2007Jun01,Kentucky bluegrass,Poa pratensis,2,5.0
9832,CUVA_InvPla_691,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,4,75.0
9833,CUVA_InvPla_691,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,3,30.0
9834,CUVA_InvPla_691,CUVAInvPla2016May18,crownvetch,Securigera varia,2,5.0
9835,CUVA_InvPla_692,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,4,75.0
9836,CUVA_InvPla_692,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,3,30.0
9837,CUVA_InvPla_692,CUVAInvPla2007Jun01,Japanese barberry,Berberis thunbergii,2,5.0
9838,CUVA_InvPla_692,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,2,5.0
9839,CUVA_InvPla_692,CUVAInvPla2016May18,ground ivy,Glechoma hederacea,2,5.0
9840,CUVA_InvPla_692,CUVAInvPla2007Jun01,ground ivy,Glechoma hederacea,2,5.0
9841,CUVA_InvPla_692,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,3,30.0
9842,CUVA_InvPla_692,CUVAInvPla2016May18,European privet,Ligustrum vulgare,4,75.0
9843,CUVA_InvPla_692,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
9844,CUVA_InvPla_692,CUVAInvPla2016May18,Japanese honeysuckle,Lonicera japonica,4,75.0
9845,CUVA_InvPla_692,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,4,75.0
9846,CUVA_InvPla_692,CUVAInvPla2007Jun01,Morrow's honeysuckle,Lonicera morrowii,2,5.0
9847,CUVA_InvPla_692,CUVAInvPla2016May18,creeping jenny,Lysimachia nummularia,3,30.0
9848,CUVA_InvPla_692,CUVAInvPla2007Jun01,common reed,Phragmites australis,2,5.0
9849,CUVA_InvPla_692,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,3,30.0
9850,CUVA_InvPla_692,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,4,75.0
9851,CUVA_InvPla_692,CUVAInvPla2007Jun01,black locust,Robinia pseudoacacia,3,30.0
9852,CUVA_InvPla_693,CUVAInvPla2007Jun01,Orchardgrass,Dactylis glomerata,2,5.0
9853,CUVA_InvPla_693,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,3,30.0
9854,CUVA_InvPla_693,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,2,5.0
9855,CUVA_InvPla_693,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,2,5.0
9856,CUVA_InvPla_693,CUVAInvPla2007Jun01,bull thistle,Cirsium vulgare,2,5.0
9857,CUVA_InvPla_693,CUVAInvPla2016May18,autumn olive,Elaeagnus umbellata,2,5.0
9858,CUVA_InvPla_693,CUVAInvPla2016May18,ground ivy,Glechoma hederacea,2,5.0
9859,CUVA_InvPla_693,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,2,5.0
9860,CUVA_InvPla_693,CUVAInvPla2016May18,European privet,Ligustrum vulgare,2,5.0
9861,CUVA_InvPla_693,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
9862,CUVA_InvPla_693,CUVAInvPla2007Jun01,Japanese honeysuckle,Lonicera japonica,3,30.0
9863,CUVA_InvPla_693,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,2,5.0
9864,CUVA_InvPla_693,CUVAInvPla2016May18,Morrow's honeysuckle,Lonicera morrowii,2,5.0
9865,CUVA_InvPla_693,CUVAInvPla2007Jun01,Tatarian honeysuckle,Lonicera tatarica,2,5.0
9866,CUVA_InvPla_693,CUVAInvPla2016May18,creeping jenny,Lysimachia nummularia,1,0.5
9867,CUVA_InvPla_693,CUVAInvPla2007Jun01,common reed,Phragmites australis,2,5.0
9868,CUVA_InvPla_693,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,3,30.0
9869,CUVA_InvPla_693,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,4,75.0
9870,CUVA_InvPla_693,CUVAInvPla2007Jun01,common periwinkle,Vinca minor,2,5.0
9871,CUVA_InvPla_694,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,3,30.0
9872,CUVA_InvPla_694,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,1,0.5
9873,CUVA_InvPla_694,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
9874,CUVA_InvPla_694,CUVAInvPla2007Jun01,common periwinkle,Vinca minor,2,5.0
9875,CUVA_InvPla_695,CUVAInvPla2007Jun01,Japanese barberry,Berberis thunbergii,2,5.0
9876,CUVA_InvPla_695,CUVAInvPla2007Jun01,Canada thistle,Cirsium arvense,2,5.0
9877,CUVA_InvPla_695,CUVAInvPla2007Jun01,Russian olive,Elaeagnus angustifolia,3,30.0
9878,CUVA_InvPla_695,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
9879,CUVA_InvPla_695,CUVAInvPla2007Jun01,bird's-foot trefoil,Lotus corniculatus,3,30.0
9880,CUVA_InvPla_695,CUVAInvPla2007Jun01,common reed,Phragmites australis,2,5.0
9881,CUVA_InvPla_695,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,1,0.5
9882,CUVA_InvPla_695,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,3,30.0
9883,CUVA_InvPla_695,CUVAInvPla2007Jun01,common periwinkle,Vinca minor,2,5.0
9884,CUVA_InvPla_696,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,2,5.0
9885,CUVA_InvPla_696,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,1,0.5
9886,CUVA_InvPla_696,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,2,5.0
9887,CUVA_InvPla_696,CUVAInvPla2016May18,Queen Anne's lace,Daucus carota,1,0.5
9888,CUVA_InvPla_696,CUVAInvPla2016May18,autumn olive,Elaeagnus umbellata,3,30.0
9889,CUVA_InvPla_696,CUVAInvPla2016May18,European privet,Ligustrum vulgare,2,5.0
9890,CUVA_InvPla_696,CUVAInvPla2016May18,bird's-foot trefoil,Lotus corniculatus,1,0.5
9891,CUVA_InvPla_696,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,2,5.0
9892,CUVA_InvPla_696,CUVAInvPla2007Jun01,creeping jenny,Lysimachia nummularia,2,5.0
9893,CUVA_InvPla_696,CUVAInvPla2016May18,common reed,Phragmites australis,3,30.0
9894,CUVA_InvPla_696,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,3,30.0
9895,CUVA_InvPla_696,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
9896,CUVA_InvPla_696,CUVAInvPla2007Jun01,common periwinkle,Vinca minor,2,5.0
9897,CUVA_InvPla_697,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,2,5.0
9898,CUVA_InvPla_697,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,1,0.5
9899,CUVA_InvPla_697,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,2,5.0
9900,CUVA_InvPla_697,CUVAInvPla2016May18,autumn olive,Elaeagnus umbellata,3,30.0
9901,CUVA_InvPla_697,CUVAInvPla2007Jun01,ground ivy,Glechoma hederacea,2,5.0
9902,CUVA_InvPla_697,CUVAInvPla2016May18,European privet,Ligustrum vulgare,2,5.0
9903,CUVA_InvPla_697,CUVAInvPla2007Jun01,Morrow's honeysuckle,Lonicera morrowii,2,5.0
9904,CUVA_InvPla_697,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,3,30.0
9905,CUVA_InvPla_697,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,2,5.0
9906,CUVA_InvPla_697,CUVAInvPla2007Jun01,black locust,Robinia pseudoacacia,3,30.0
9907,CUVA_InvPla_697,CUVAInvPla2007Jun01,common periwinkle,Vinca minor,2,5.0
9908,CUVA_InvPla_698,CUVAInvPla2007Jun01,Orchardgrass,Dactylis glomerata,2,5.0
9909,CUVA_InvPla_698,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,3,30.0
9910,CUVA_InvPla_698,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,3,30.0
9911,CUVA_InvPla_698,CUVAInvPla2016May18,Queen Anne's lace,Daucus carota,1,0.5
9912,CUVA_InvPla_698,CUVAInvPla2007Jun01,Fuller's teasel,Dipsacus fullonum,2,5.0
9913,CUVA_InvPla_698,CUVAInvPla2007Jun01,Russian olive,Elaeagnus angustifolia,3,30.0
9914,CUVA_InvPla_698,CUVAInvPla2016May18,autumn olive,Elaeagnus umbellata,3,30.0
9915,CUVA_InvPla_698,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
9916,CUVA_InvPla_698,CUVAInvPla2016May18,European privet,Ligustrum vulgare,2,5.0
9917,CUVA_InvPla_698,CUVAInvPla2007Jun01,Japanese honeysuckle,Lonicera japonica,3,30.0
9918,CUVA_InvPla_698,CUVAInvPla2016May18,Japanese honeysuckle,Lonicera japonica,3,30.0
9919,CUVA_InvPla_698,CUVAInvPla2016May18,Morrow's honeysuckle,Lonicera morrowii,1,0.5
9920,CUVA_InvPla_698,CUVAInvPla2007Jun01,Canada bluegrass,Poa compressa,2,5.0
9921,CUVA_InvPla_698,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
9922,CUVA_InvPla_698,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,3,30.0
9923,CUVA_InvPla_698,CUVAInvPla2016May18,black locust,Robinia pseudoacacia,6,750.0
9924,CUVA_InvPla_698,CUVAInvPla2016May18,crownvetch,Securigera varia,2,5.0
9925,CUVA_InvPla_698,CUVAInvPla2007Jun01,common periwinkle,Vinca minor,2,5.0
9926,CUVA_InvPla_699,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,3,30.0
9927,CUVA_InvPla_699,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,3,30.0
9928,CUVA_InvPla_699,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,3,30.0
9929,CUVA_InvPla_699,CUVAInvPla2016May18,glossy buckthorn,Frangula alnus,2,5.0
9930,CUVA_InvPla_699,CUVAInvPla2016May18,European privet,Ligustrum vulgare,2,5.0
9931,CUVA_InvPla_699,CUVAInvPla2016May18,Japanese honeysuckle,Lonicera japonica,1,0.5
9932,CUVA_InvPla_699,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,2,5.0
9933,CUVA_InvPla_699,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
9934,CUVA_InvPla_699,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,2,5.0
9935,CUVA_InvPla_7,CUVAInvPla2016May18,Orchardgrass,Dactylis glomerata,2,5.0
9936,CUVA_InvPla_7,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,3,30.0
9937,CUVA_InvPla_7,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,2,5.0
9938,CUVA_InvPla_7,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,3,30.0
9939,CUVA_InvPla_7,CUVAInvPla2016May18,autumn olive,Elaeagnus umbellata,4,75.0
9940,CUVA_InvPla_7,CUVAInvPla2016May18,glossy buckthorn,Frangula alnus,2,5.0
9941,CUVA_InvPla_7,CUVAInvPla2016May18,dames rocket,Hesperis matronalis,1,0.5
9942,CUVA_InvPla_7,CUVAInvPla2016May18,paleyellow iris,Iris pseudacorus,1,0.5
9943,CUVA_InvPla_7,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,2,5.0
9944,CUVA_InvPla_7,CUVAInvPla2016May18,creeping jenny,Lysimachia nummularia,1,0.5
9945,CUVA_InvPla_7,CUVAInvPla2016May18,reed canarygrass,Phalaris arundinacea,7,3000.0
9946,CUVA_InvPla_7,CUVAInvPla2016May18,common reed,Phragmites australis,2,5.0
9947,CUVA_InvPla_7,CUVAInvPla2016May18,Japanese knotweed,Polygonum cuspidatum,7,3000.0
9948,CUVA_InvPla_7,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
9949,CUVA_InvPla_7,CUVAInvPla2007Jun01,black locust,Robinia pseudoacacia,2,5.0
9950,CUVA_InvPla_7,CUVAInvPla2016May18,common mullein,Verbascum thapsus,4,75.0
9951,CUVA_InvPla_70,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,2,5.0
9952,CUVA_InvPla_70,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,3,30.0
9953,CUVA_InvPla_70,CUVAInvPla2007Jun01,Japanese barberry,Berberis thunbergii,2,5.0
9954,CUVA_InvPla_70,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,3,30.0
9955,CUVA_InvPla_700,CUVAInvPla2007Jun01,narrowleaf plantain,Plantago lanceolata,2,5.0
9956,CUVA_InvPla_700,CUVAInvPla2007Jun01,Norway maple,Acer platanoides,4,75.0
9957,CUVA_InvPla_700,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,3,30.0
9958,CUVA_InvPla_700,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,3,30.0
9959,CUVA_InvPla_700,CUVAInvPla2007Jun01,Japanese barberry,Berberis thunbergii,2,5.0
9960,CUVA_InvPla_700,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,2,5.0
9961,CUVA_InvPla_700,CUVAInvPla2016May18,Oriental bittersweet,Celastrus orbiculatus,1,0.5
9962,CUVA_InvPla_700,CUVAInvPla2016May18,Canada thistle,Cirsium arvense,3,30.0
9963,CUVA_InvPla_700,CUVAInvPla2007Jun01,Canada thistle,Cirsium arvense,2,5.0
9964,CUVA_InvPla_700,CUVAInvPla2007Jun01,Fuller's teasel,Dipsacus fullonum,1,0.5
9965,CUVA_InvPla_700,CUVAInvPla2007Jun01,Russian olive,Elaeagnus angustifolia,2,5.0
9966,CUVA_InvPla_700,CUVAInvPla2016May18,European privet,Ligustrum vulgare,2,5.0
9967,CUVA_InvPla_700,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,2,5.0
9968,CUVA_InvPla_700,CUVAInvPla2007Jun01,Tatarian honeysuckle,Lonicera tatarica,2,5.0
9969,CUVA_InvPla_700,CUVAInvPla2016May18,purple loosestrife,Lythrum salicaria,3,30.0
9970,CUVA_InvPla_700,CUVAInvPla2016May18,Canada/Kentucky bluegrass complex,Poa compressa/pratensis,4,75.0
9971,CUVA_InvPla_700,CUVAInvPla2007Jun01,Canada bluegrass,Poa compressa,2,5.0
9972,CUVA_InvPla_700,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,4,75.0
9973,CUVA_InvPla_700,CUVAInvPla2016May18,hybrid cattail,Typha xglauca,5,300.0
9974,CUVA_InvPla_700,CUVAInvPla2007Jun01,common mullein,Verbascum thapsus,1,0.5
9975,CUVA_InvPla_701,CUVAInvPla2007Jun01,Japanese barberry,Berberis thunbergii,2,5.0
9976,CUVA_InvPla_701,CUVAInvPla2016May18,Oriental bittersweet,Celastrus orbiculatus,1,0.5
9977,CUVA_InvPla_701,CUVAInvPla2016May18,ground ivy,Glechoma hederacea,1,0.5
9978,CUVA_InvPla_701,CUVAInvPla2016May18,European privet,Ligustrum vulgare,2,5.0
9979,CUVA_InvPla_701,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
9980,CUVA_InvPla_701,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,2,5.0
9981,CUVA_InvPla_701,CUVAInvPla2016May18,Morrow's honeysuckle,Lonicera morrowii,2,5.0
9982,CUVA_InvPla_701,CUVAInvPla2016May18,creeping jenny,Lysimachia nummularia,3,30.0
9983,CUVA_InvPla_701,CUVAInvPla2007Jun01,reed canarygrass,Phalaris arundinacea,2,5.0
9984,CUVA_InvPla_701,CUVAInvPla2016May18,Japanese knotweed,Polygonum cuspidatum,5,300.0
9985,CUVA_InvPla_701,CUVAInvPla2007Jun01,Japanese knotweed,Polygonum cuspidatum,2,5.0
9986,CUVA_InvPla_701,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
9987,CUVA_InvPla_701,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,3,30.0
9988,CUVA_InvPla_701,CUVAInvPla2007Jun01,black locust,Robinia pseudoacacia,3,30.0
9989,CUVA_InvPla_701,CUVAInvPla2016May18,hybrid cattail,Typha xglauca,5,300.0
9990,CUVA_InvPla_702,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,2,5.0
9991,CUVA_InvPla_702,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,1,0.5
9992,CUVA_InvPla_702,CUVAInvPla2016May18,Canada thistle,Cirsium arvense,1,0.5
9993,CUVA_InvPla_702,CUVAInvPla2016May18,ground ivy,Glechoma hederacea,3,30.0
9994,CUVA_InvPla_702,CUVAInvPla2016May18,European privet,Ligustrum vulgare,2,5.0
9995,CUVA_InvPla_702,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,2,5.0
9996,CUVA_InvPla_702,CUVAInvPla2007Jun01,creeping jenny,Lysimachia nummularia,2,5.0
9997,CUVA_InvPla_702,CUVAInvPla2016May18,creeping jenny,Lysimachia nummularia,3,30.0
9998,CUVA_InvPla_702,CUVAInvPla2016May18,purple loosestrife,Lythrum salicaria,1,0.5
9999,CUVA_InvPla_702,CUVAInvPla2016May18,reed canarygrass,Phalaris arundinacea,5,300.0
10000,CUVA_InvPla_702,CUVAInvPla2007Jun01,Canada bluegrass,Poa compressa,2,5.0
10001,CUVA_InvPla_702,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,3,30.0
10002,CUVA_InvPla_702,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,3,30.0
10003,CUVA_InvPla_703,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,1,0.5
10004,CUVA_InvPla_703,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,2,5.0
10005,CUVA_InvPla_703,CUVAInvPla2016May18,ground ivy,Glechoma hederacea,1,0.5
10006,CUVA_InvPla_703,CUVAInvPla2016May18,European privet,Ligustrum vulgare,1,0.5
10007,CUVA_InvPla_703,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
10008,CUVA_InvPla_703,CUVAInvPla2016May18,Japanese honeysuckle,Lonicera japonica,2,5.0
10009,CUVA_InvPla_703,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,4,75.0
10010,CUVA_InvPla_703,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
10011,CUVA_InvPla_703,CUVAInvPla2016May18,erect hedgeparsley,Torilis japonica,1,0.5
10012,CUVA_InvPla_703,CUVAInvPla2007Jun01,common periwinkle,Vinca minor,2,5.0
10013,CUVA_InvPla_704,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,2,5.0
10014,CUVA_InvPla_704,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,1,0.5
10015,CUVA_InvPla_704,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
10016,CUVA_InvPla_704,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,2,5.0
10017,CUVA_InvPla_704,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
10018,CUVA_InvPla_705,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,2,5.0
10019,CUVA_InvPla_705,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
10020,CUVA_InvPla_705,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,1,0.5
10021,CUVA_InvPla_705,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
10022,CUVA_InvPla_705,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,2,5.0
10023,CUVA_InvPla_706,CUVAInvPla2007Jun01,Orchardgrass,Dactylis glomerata,2,5.0
10024,CUVA_InvPla_706,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,2,5.0
10025,CUVA_InvPla_706,CUVAInvPla2016May18,Canada thistle,Cirsium arvense,2,5.0
10026,CUVA_InvPla_706,CUVAInvPla2007Jun01,Russian olive,Elaeagnus angustifolia,3,30.0
10027,CUVA_InvPla_706,CUVAInvPla2016May18,autumn olive,Elaeagnus umbellata,2,5.0
10028,CUVA_InvPla_706,CUVAInvPla2016May18,glossy buckthorn,Frangula alnus,1,0.5
10029,CUVA_InvPla_706,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5.0
10030,CUVA_InvPla_706,CUVAInvPla2016May18,European privet,Ligustrum vulgare,1,0.5
10031,CUVA_InvPla_706,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
10032,CUVA_InvPla_706,CUVAInvPla2016May18,Japanese honeysuckle,Lonicera japonica,2,5.0
10033,CUVA_InvPla_706,CUVAInvPla2007Jun01,Japanese honeysuckle,Lonicera japonica,2,5.0
10034,CUVA_InvPla_706,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,2,5.0
10035,CUVA_InvPla_706,CUVAInvPla2016May18,common reed,Phragmites australis,5,300.0
10036,CUVA_InvPla_706,CUVAInvPla2007Jun01,Kentucky bluegrass,Poa pratensis,2,5.0
10037,CUVA_InvPla_706,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,4,75.0
10038,CUVA_InvPla_706,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
10039,CUVA_InvPla_707,CUVAInvPla2007Jun01,garlic mustard,Alliaria petiolata,3,30.0
10040,CUVA_InvPla_707,CUVAInvPla2016May18,garlic mustard,Alliaria petiolata,2,5.0
10041,CUVA_InvPla_707,CUVAInvPla2007Jun01,Japanese barberry,Berberis thunbergii,2,5.0
10042,CUVA_InvPla_707,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,3,30.0
10043,CUVA_InvPla_707,CUVAInvPla2016May18,Fuller's teasel,Dipsacus fullonum,1,0.5
10044,CUVA_InvPla_707,CUVAInvPla2007Jun01,Fuller's teasel,Dipsacus fullonum,2,5.0
10045,CUVA_InvPla_707,CUVAInvPla2007Jun01,Russian olive,Elaeagnus angustifolia,3,30.0
10046,CUVA_InvPla_707,CUVAInvPla2016May18,autumn olive,Elaeagnus umbellata,3,30.0
10047,CUVA_InvPla_707,CUVAInvPla2016May18,ground ivy,Glechoma hederacea,3,30.0
10048,CUVA_InvPla_707,CUVAInvPla2007Jun01,common velvetgrass,Holcus lanatus,2,5.0
10049,CUVA_InvPla_707,CUVAInvPla2016May18,European privet,Ligustrum vulgare,2,5.0
10050,CUVA_InvPla_707,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,3,30.0
10051,CUVA_InvPla_707,CUVAInvPla2007Jun01,bird's-foot trefoil,Lotus corniculatus,3,30.0
10052,CUVA_InvPla_707,CUVAInvPla2016May18,bird's-foot trefoil,Lotus corniculatus,3,30.0
10053,CUVA_InvPla_707,CUVAInvPla2016May18,Japanese honeysuckle,Lonicera japonica,4,75.0
10054,CUVA_InvPla_707,CUVAInvPla2007Jun01,Japanese honeysuckle,Lonicera japonica,3,30.0
10055,CUVA_InvPla_707,CUVAInvPla2016May18,Amur honeysuckle,Lonicera maackii,2,5.0
10056,CUVA_InvPla_707,CUVAInvPla2016May18,Morrow's honeysuckle,Lonicera morrowii,1,0.5
10057,CUVA_InvPla_707,CUVAInvPla2007Jun01,Tatarian honeysuckle,Lonicera tatarica,3,30.0
10058,CUVA_InvPla_707,CUVAInvPla2016May18,creeping jenny,Lysimachia nummularia,3,30.0
10059,CUVA_InvPla_707,CUVAInvPla2007Jun01,Canada bluegrass,Poa compressa,2,5.0
10060,CUVA_InvPla_707,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,3,30.0
10061,CUVA_InvPla_707,CUVAInvPla2007Jun01,multiflora rose,Rosa multiflora,2,5.0
10062,CUVA_InvPla_708,CUVAInvPla2016May18,Japanese barberry,Berberis thunbergii,2,5.0
10063,CUVA_InvPla_708,CUVAInvPla2007Jun01,Canada thistle,Cirsium arvense,2,5.0
10064,CUVA_InvPla_708,CUVAInvPla2016May18,Queen Anne's lace,Daucus carota,1,0.5
10065,CUVA_InvPla_708,CUVAInvPla2016May18,Fuller's teasel,Dipsacus fullonum,1,0.5
10066,CUVA_InvPla_708,CUVAInvPla2016May18,autumn olive,Elaeagnus umbellata,3,30.0
10067,CUVA_InvPla_708,CUVAInvPla2007Jun01,European privet,Ligustrum vulgare,2,5.0
10068,CUVA_InvPla_708,CUVAInvPla2016May18,creeping jenny,Lysimachia nummularia,3,30.0
10069,CUVA_InvPla_708,CUVAInvPla2007Jun01,creeping jenny,Lysimachia nummularia,2,5.0
10070,CUVA_InvPla_708,CUVAInvPla2016May18,purple loosestrife,Lythrum salicaria,1,0.5
10071,CUVA_InvPla_708,CUVAInvPla2016May18,multiflora rose,Rosa multiflora,4,75.0
